key,found,label,first_level,parents
65275009,1,Acute cholecystitis,Clinical finding,"6215006,76581006"
6096002,1,Breech presentation,Clinical finding,15028002
67536000,1,Arthropathy associated with a neurological disorder,Clinical finding,35524003
83920001,1,Selenium deficiency,Clinical finding,"111379007,371437003"
165840002,1,Rheumatoid factor negative,Clinical finding,365600008
268240006,1,Congenital torticollis,Clinical finding,24963004
73893000,1,Congenital toxoplasmosis,Clinical finding,"187192000,82353009"
307365001,1,Lateral cutaneous nerve of thigh lesion,Clinical finding,"128135006,297946004"
254117007,1,Dysplasia with defective mineralization,Clinical finding,"105986008,8447006"
8357008,1,Reduced libido,Clinical finding,365965002
57935008,1,Epileptic aura,Clinical finding,18618006
441124000,1,Mass of chest wall,Clinical finding,440299000
23332002,1,Failed trial of labor,Clinical finding,199745000
817956002,1,Exogenous dermatitis,Clinical finding,703938007
363300000,1,Sequelae of inflammatory diseases,Clinical finding,302049001
35620001,1,Disease due to Phlebovirus,Clinical finding,105632002
191268006,1,Chronic anemia,Clinical finding,"271737000,27624003"
29689003,1,Infective myositis,Clinical finding,"26889001,312154004,363163005,95880003"
386041004,1,Perihepatitis,Clinical finding,"118948005,363170005"
9209005,1,Acute abdomen,Clinical finding,118948005
93390002,1,Coloboma of eye,Clinical finding,"19416009,301905003"
64718006,1,Conjunctival xerosis,Clinical finding,59698003
236750007,1,Functional disorder of penis,Clinical finding,33958003
48334007,1,Congenital dislocation of hip,Clinical finding,"157265008,363030001,84773003,890410005"
394659003,1,Acute coronary syndrome,Clinical finding,413439005
9635004,1,Late metabolic acidosis of newborn,Clinical finding,"107421000119101,59455009"
79267007,1,Retinal migraine,Clinical finding,"37796009,81308009"
106104001,1,Female reproductive finding,Clinical finding,118232004
93816002,1,Primary malignant neoplasm of glottis,Clinical finding,"187841006,371995001"
24184005,1,Elevated blood pressure,Clinical finding,392570002
65144005,1,Congenital spinal meningocele,Clinical finding,"13211000119109,172069000,298385001,39150004,699699005,8447006"
108365000,1,Infection of skin,Clinical finding,"19824006,95320005"
276301007,1,Increased energy,Clinical finding,301325005
303138003,1,Thyroglossal duct anomaly,Clinical finding,"40052002,609521009"
237602007,1,Metabolic syndrome X,Clinical finding,75934005
198903000,1,Placenta previa with hemorrhage,Clinical finding,"131148009,198609003,36813001"
73762008,1,Chronic conjunctivitis,Clinical finding,"109263003,128296004,44729001,9826008"
30967002,1,Thyrotoxic periodic paralysis,Clinical finding,"111394006,267607008"
76023003,1,Impairment of urinary concentration,Clinical finding,249578005
415991003,1,Disorder of cardiac ventricle,Clinical finding,56265001
80119007,1,Pericarditis secondary to uremia,Clinical finding,"44730006,703332001"
16844001,1,Painful urging to urinate,Clinical finding,6744007
233932001,0,,,6744007
4556007,1,Gastritis,Clinical finding,"128999004,29384001,363169009"
238028008,1,Sphingolipidosis,Clinical finding,238017009
8652009,1,Opisthotonus,Clinical finding,106030000
416417002,1,Hereditary hemoglobin S,Clinical finding,127038008
711329002,1,Papilloma,Clinical finding,20376005
64161004,1,Psychogenic voice disorder,Clinical finding,"16617009,37057007"
187041005,1,Histoplasma capsulatum with endocarditis,Clinical finding,"76255006,86348002"
35489007,1,Depressive disorder,Clinical finding,46206005
125601008,1,Injury of knee,Clinical finding,"128136007,700010002"
402294001,1,Chapping of lips,Clinical finding,90678009
90998002,1,Yellow color,Clinical finding,107650008
363169009,1,Inflammation of specific body organs,Clinical finding,363170005
254838004,1,Carcinoma of breast,Clinical finding,"254837009,722688002"
9078005,1,Polyp of vocal cord,Clinical finding,"86423004,9560001000004102"
365430005,1,Urine appearance - finding,Clinical finding,301830001
427296003,1,Thalamic infarction,Clinical finding,"432504007,609521009"
365856005,1,Screening finding,Clinical finding,441742003
13600006,1,Folliculitis,Clinical finding,"238741003,703938007"
95520009,1,Gastrointestinal stenosis,Clinical finding,"119292006,735427000"
312608009,1,Laceration - injury,Clinical finding,125643001
111904009,1,Candidiasis of urogenital site,Clinical finding,"189176002,78048006"
128288009,1,Chronic gastrojejunal ulcer,Clinical finding,"16121001,95530000"
22218007,1,Lower urinary tract obstructive syndrome,Clinical finding,"7163005,7793005"
40863000,1,Moderate loss of consciousness,Clinical finding,419045004
94111002,1,Primary malignant neoplasm of trunk,Clinical finding,"126637008,372087000"
126879004,1,Neoplasm of urinary system,Clinical finding,"126637008,128606002,300857009"
425887005,1,Bacterial meningitis due to Gram-negative bacteria,Clinical finding,"371583007,95883001"
85919009,1,Disorder of intestine,Clinical finding,"249562008,76712006,79787007"
278857002,1,Dementia of frontal lobe type,Clinical finding,"278855005,52448006"
414025005,1,Disorder of fetus or newborn,Clinical finding,64572001
37193007,1,Factor VII deficiency,Clinical finding,"234454002,86075001"
188745007,1,Chronic monocytic leukemia,Clinical finding,"188732008,27624003"
237897009,1,Vascular calcification,Clinical finding,"239953001,280871000,6595006"
266569009,1,Benign prostatic hyperplasia,Clinical finding,433234005
399902003,1,Disorder of body cavity,Clinical finding,64572001
51742006,1,Disorder of anterior pituitary,Clinical finding,399244003
363038008,1,Congenital bacterial disorder,Clinical finding,"82353009,87628006"
62195001,1,Lumbosacral neuritis,Clinical finding,"822988000,82473003"
111347003,1,Exostosis of jaw,Clinical finding,"128225009,37156001,416189003,432525007,767811005"
398067003,1,Weil's disease,Clinical finding,77377001
94963005,1,Neoplasm of uncertain behavior of nervous system,Clinical finding,"118616009,126950007"
254707006,1,Malignant skin tumor with eccrine differentiation,Clinical finding,255093003
283379007,1,Laceration of pelvic region,Clinical finding,"210483004,283375001"
230131008,1,Graft complications,Clinical finding,116224001
396232000,1,Inguinal hernia,Clinical finding,"118936007,249593009,414396006"
236488005,1,Renal artery occlusion,Clinical finding,"16934004,2929001,399957001"
363464006,1,Malignant tumor of cornea,Clinical finding,"126997008,363461003"
5277004,1,Urinary casts,Clinical finding,"106102002,365689007"
89458003,1,Stupor,Clinical finding,40917007
68978004,1,Hyperventilation,Clinical finding,"118228005,128258000,366143008"
280135003,1,Disorder of soft tissue of upper limb,Clinical finding,"118947000,280134004"
93980002,1,Primary malignant neoplasm of rectosigmoid junction,Clinical finding,"363414004,93984006,94006002"
196380002,1,Dentofacial anomaly,Clinical finding,118934005
274204004,1,Corneal burn,Clinical finding,"231939004,314531003,63725005"
67569000,1,Bronchopulmonary dysplasia of newborn,Clinical finding,"19829001,20322005,301232003,363225006"
188188009,1,Choriocarcinoma,Clinical finding,"363346000,402878003"
26609002,1,Neuralgic amyotrophy,Clinical finding,"22722001,72893007"
102598000,1,Clammy skin,Clinical finding,"118222006,297949006"
34801009,1,Ectopic pregnancy,Clinical finding,173300003
237766002,1,Adrenocortical hemorrhage,Clinical finding,"129636003,49111001"
225478005,1,Verbally abusive behavior,Clinical finding,225481000
198007,1,Disease due to Filoviridae,Clinical finding,34014006
51611005,1,Chronic urticaria,Clinical finding,"126485001,128236002"
444827008,1,Erythema of skin,Clinical finding,"106076001,247441003,714974000"
276891009,1,Lipoma of breast,Clinical finding,"269485000,685821000119107"
238192002,1,Repair of hernia of anterior abdominal wall,Procedure,"120173009,238165008,373351007,50465008"
70256003,1,Sexual intercourse - finding,Clinical finding,118202007
197232005,1,Anorectal pain,Clinical finding,"301362007,30473006,386618008"
307824009,1,Administrative statuses,Clinical finding,404684003
25626000,1,Cutaneous infectious disease due to Mycobacteria,Clinical finding,"128936008,88415009"
250906000,1,Cardiac investigative finding,Clinical finding,106063007
50202006,1,Disturbance in life pattern,Clinical finding,"108329005,365574009"
418842009,1,Disorder of vitreous cavity,Clinical finding,"247078006,312771007"
767002009,1,Congenital dislocation of left hip,Clinical finding,"15729761000119105,15973621000119101,48334007"
191727003,1,Post measles pneumonia,Clinical finding,"123948009,233604007"
93423006,1,Dermatitis of eyelid,Clinical finding,"363176004,402700001,703938007"
95684005,1,Choroid tubercles,Clinical finding,"11131000119108,128468007,300849006"
714180007,1,Abnormal ostium of coronary artery,Clinical finding,"128599005,414024009"
247236008,1,Pinna finding,Clinical finding,300083003
234948008,1,Tooth absent,Clinical finding,366220005
106137004,1,Intelligence finding,Clinical finding,118228005
421529006,1,Dementia associated with AIDS,Clinical finding,"191519005,421827003"
93849006,1,Primary malignant neoplasm of kidney,Clinical finding,"363518003,93839008,94092006,94125001"
131139004,1,Increased serotonin level,Clinical finding,"442756004,785671009"
249923006,1,Locking of joint,Clinical finding,"118952005,80598009"
47384003,1,Tropical sprue,Clinical finding,"119522002,81704009"
420120006,1,Gastrointestinal stromal tumor,Clinical finding,128348002
53741008,1,Coronary arteriosclerosis,Clinical finding,"128599005,414024009,72092001"
19138001,1,Epidermodysplasia verruciformis,Clinical finding,"128937004,297960002,363185004,57019003,85995004,95324001"
78317008,1,XXXY syndrome,Clinical finding,111312006
387778001,1,Purpuric disorder,Clinical finding,"297968009,362970003,423902002,95324001"
233965009,1,Stenosis of thoracic aorta,Clinical finding,"312601003,726490008"
60098005,1,Cyst of vulva,Clinical finding,"289477004,441457006,5089007"
289474006,1,Lesion of vulva,Clinical finding,"248858001,289855008,724386005"
400066006,1,Intraepithelial squamous cell carcinoma,Clinical finding,"189565007,402811003"
248514008,1,Lump in eyelid,Clinical finding,"301913002,432525007"
123799005,1,Renovascular hypertension,Clinical finding,28119000
312215006,1,Infective encephalitis,Clinical finding,"128614008,45170000"
85100000,1,Open wound of eyeball,Clinical finding,"11131000119108,231794000,262750000,301905003"
68716001,1,Situs inversus abdominalis,Clinical finding,"249561001,363024001,43876007"
81004002,1,Leprosy,Clinical finding,88415009
48236007,1,Asherman syndrome,Clinical finding,"301789000,361115000,768757004"
236652008,1,Postoperative retention of urine,Clinical finding,"12245681000119103,385486001"
283969002,1,Hematoma of female perineum,Clinical finding,"237331002,289855008,700079006"
128321003,1,Vascular disorder of intestine,Clinical finding,"128052008,53619000"
87361006,1,Left shifted white blood cells,Clinical finding,365627007
1345007,1,Hang nail,Clinical finding,17790008
5441008,1,Tinea capitis,Clinical finding,"200727009,240700007,47382004"
708118007,1,Microbiologic culture finding negative,Clinical finding,446394004
88213004,1,Hyperaldosteronism,Clinical finding,123765007
161941007,1,Dyspnea at rest,Clinical finding,267036007
201066002,1,Skin striae,Clinical finding,400190005
20842008,1,Luxation of eye,Clinical finding,"11131000119108,231794000,301905003,417746004"
14911005,1,Subphrenic interposition syndrome,Clinical finding,128524007
398100001,1,Hereditary motor and sensory neuropathy,Clinical finding,65017003
721684002,1,Colitis caused by protozoan,Clinical finding,"721685001,89933001"
788006,1,Disease-related diet,Clinical finding,"105958000,226077000"
232425007,1,Tonsillar hemorrhage,Clinical finding,"23023009,324618004"
363497007,1,Malignant tumor of meninges,Clinical finding,"126965008,372062007"
429033009,1,Malignant neoplasm of cerebrum,Clinical finding,"126953009,428061005"
365758001,1,Electrolyte levels - finding,Clinical finding,785671009
74942003,1,Echinococcosis,Clinical finding,105683002
95422003,1,Hemorrhage of muscle,Clinical finding,"131148009,75047002"
128190004,1,Inherited metabolic disorder of nervous system,Clinical finding,"363235000,86095007"
1214006,1,Infection by Strongyloides,Clinical finding,105709005
255166003,1,Benign neoplasm of respiratory system,Clinical finding,"20376005,448708002"
235112000,1,Inflammatory odontogenic cyst,Clinical finding,235110008
50792001,1,Corneal erosion,Clinical finding,91514001
38504003,1,Impaired judgement,Clinical finding,365826001
218728005,1,Interrupted aortic arch,Clinical finding,79439001
712509002,1,Hemorrhage of jejunum,Clinical finding,"304370001,70375006"
69437003,1,Abnormal foot pulse,Clinical finding,73155008
167741009,1,CSF: glucose increased,Clinical finding,"365815007,68256003"
79890006,1,Loss of appetite,Clinical finding,289162002
24807004,1,Bleeding gastric varices,Clinical finding,"234076002,239953001,300296006,61401005,91109007"
233703007,1,Interstitial lung disease,Clinical finding,"105969002,19829001"
86247009,1,Dilatation of intestine,Clinical finding,"735499005,85919009"
250087009,1,Joint deformity,Clinical finding,"118952005,417893002"
72124005,1,Abnormal pupillary function,Clinical finding,68633000
76220009,1,Mixed acid-base balance disorder,Clinical finding,26436007
2492009,1,Nutritional disorder,Clinical finding,64572001
2918000,1,Infection due to Bacteroides,Clinical finding,"408638001,423451008"
846694002,1,Acute edema,Clinical finding,267038008
93030006,1,Congenital absence of spleen,Clinical finding,"57497006,707147002"
199526007,0,,,"57497006,707147002"
43878008,1,Streptococcal sore throat,Clinical finding,"312118003,312129004,312422001,85769006"
363366009,1,Malignant tumor of soft tissue of pelvis,Clinical finding,"126612003,269469005,363484005"
17467004,1,Hypertrophy of nasal turbinates,Clinical finding,"232340005,249355003"
365627007,1,White blood cell age - finding,Clinical finding,250271003
3344003,1,Toxic labyrinthitis,Clinical finding,23919004
371984007,1,Primary malignant neoplasm of esophagus,Clinical finding,"363402007,363745004"
